"bpl","qob","nonwhite","vet_wwko","home_ownership","qob_minus_kw"
"West Virginia",2,0,0,0,-33.5
"Rhode Island",2,0,1,1,-33.5
"Florida",2,0,0,0,-33.5
"New York",2,0,1,1,-33.5
"Massachusetts",2,0,1,1,-33.5
"Illinois",2,0,1,0,-33.5
"Oklahoma",2,0,0,1,-33.5
"Pennsylvania",2,0,1,0,-33.5
"Kentucky",2,0,0,0,-33.5
"Ohio",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Minnesota",2,0,1,1,-33.5
"Michigan",2,0,1,1,-33.5
"Minnesota",2,0,1,0,-33.5
"Massachusetts",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Rhode Island",2,0,1,0,-33.5
"Tennessee",2,0,1,1,-33.5
"California",2,0,1,1,-33.5
"North Carolina",2,0,0,1,-33.5
"Florida",2,1,0,0,-33.5
"Georgia",2,0,0,1,-33.5
"New York",2,1,1,0,-33.5
"West Virginia",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"North Carolina",2,0,1,1,-33.5
"Indiana",2,0,1,1,-33.5
"Michigan",2,0,1,1,-33.5
"Mississippi",2,0,1,1,-33.5
"North Carolina",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"West Virginia",2,0,1,1,-33.5
"Tennessee",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Kansas",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"California",2,0,1,0,-33.5
"Kansas",2,0,1,1,-33.5
"Delaware",2,0,1,1,-33.5
"Kentucky",2,0,1,0,-33.5
"Indiana",2,0,1,1,-33.5
"New Jersey",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"Massachusetts",2,0,1,1,-33.5
"Mississippi",2,1,0,0,-33.5
"Massachusetts",2,0,0,1,-33.5
"Mississippi",2,1,1,0,-33.5
"Maryland",2,0,0,1,-33.5
"West Virginia",2,0,1,1,-33.5
"Nebraska",2,0,0,0,-33.5
"Connecticut",2,0,1,1,-33.5
"Kansas",2,0,1,0,-33.5
"Kentucky",2,0,1,0,-33.5
"Ohio",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Connecticut",2,1,1,0,-33.5
"New York",2,0,1,0,-33.5
"Illinois",2,0,1,0,-33.5
"New York",2,0,1,1,-33.5
"Texas",2,0,1,1,-33.5
"Michigan",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Colorado",2,0,1,1,-33.5
"Massachusetts",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Arkansas",2,0,0,0,-33.5
"New York",2,0,1,0,-33.5
"Mississippi",2,1,0,0,-33.5
"Alabama",2,1,0,1,-33.5
"Wisconsin",2,0,1,0,-33.5
"Georgia",2,0,0,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Kansas",2,0,0,1,-33.5
"Mississippi",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"Virginia",2,1,1,0,-33.5
"West Virginia",2,0,0,0,-33.5
"Kentucky",2,0,0,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"Ohio",2,0,1,0,-33.5
"North Carolina",2,1,1,0,-33.5
"Massachusetts",2,0,1,0,-33.5
"Tennessee",2,1,0,1,-33.5
"Texas",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"Minnesota",2,0,0,1,-33.5
"Minnesota",2,0,1,1,-33.5
"North Carolina",2,1,1,0,-33.5
"Minnesota",2,0,1,1,-33.5
"Mississippi",2,0,1,0,-33.5
"Virginia",2,0,1,1,-33.5
"Colorado",2,0,1,1,-33.5
"Mississippi",2,0,1,0,-33.5
"Illinois",2,0,1,1,-33.5
"Kansas",2,0,1,0,-33.5
"Ohio",2,0,1,1,-33.5
"Ohio",2,0,1,0,-33.5
"Texas",2,0,0,1,-33.5
"Tennessee",2,0,1,0,-33.5
"Massachusetts",2,0,0,0,-33.5
"Maryland",2,0,1,1,-33.5
"Ohio",2,0,0,0,-33.5
"West Virginia",2,0,1,1,-33.5
"Oklahoma",2,0,1,0,-33.5
"Connecticut",2,0,1,1,-33.5
"New York",2,0,1,0,-33.5
"Illinois",2,0,0,1,-33.5
"Massachusetts",2,0,1,0,-33.5
"Tennessee",2,0,0,1,-33.5
"Georgia",2,0,1,1,-33.5
"Tennessee",2,0,1,0,-33.5
"New Jersey",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"New Jersey",2,0,0,0,-33.5
"Massachusetts",2,0,1,1,-33.5
"Idaho",2,0,1,0,-33.5
"Tennessee",2,0,1,0,-33.5
"Washington",2,0,1,0,-33.5
"Wisconsin",2,0,1,1,-33.5
"Iowa",2,0,1,1,-33.5
"Illinois",2,0,1,0,-33.5
"Illinois",2,0,1,0,-33.5
"Massachusetts",2,0,1,1,-33.5
"Texas",2,0,1,0,-33.5
"Georgia",2,0,1,1,-33.5
"Oklahoma",2,0,1,0,-33.5
"Kansas",2,0,1,1,-33.5
"Indiana",2,0,0,1,-33.5
"Nebraska",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Wisconsin",2,0,0,1,-33.5
"Maryland",2,0,0,1,-33.5
"Illinois",2,0,1,1,-33.5
"Indiana",2,0,0,1,-33.5
"Maryland",2,0,1,1,-33.5
"Texas",2,0,1,1,-33.5
"Pennsylvania",2,0,1,0,-33.5
"North Carolina",2,1,1,0,-33.5
"Wisconsin",2,0,0,1,-33.5
"Louisiana",2,0,1,1,-33.5
"New Jersey",2,0,1,1,-33.5
"Louisiana",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Michigan",2,0,1,0,-33.5
"Alabama",2,1,1,0,-33.5
"Oklahoma",2,0,0,1,-33.5
"Minnesota",2,0,1,0,-33.5
"Ohio",2,0,0,0,-33.5
"Colorado",2,0,1,1,-33.5
"Missouri",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Wisconsin",2,0,1,0,-33.5
"Connecticut",2,0,1,1,-33.5
"Connecticut",2,0,0,0,-33.5
"Indiana",2,0,1,0,-33.5
"Ohio",2,1,1,0,-33.5
"Rhode Island",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Minnesota",2,0,0,1,-33.5
"Georgia",2,0,0,0,-33.5
"New York",2,0,1,0,-33.5
"Ohio",2,0,1,1,-33.5
"New Jersey",2,0,1,0,-33.5
"Illinois",2,0,1,0,-33.5
"Alabama",2,0,1,0,-33.5
"Indiana",2,0,0,0,-33.5
"Georgia",2,1,1,0,-33.5
"New Jersey",2,0,1,0,-33.5
"New York",2,0,1,0,-33.5
"Michigan",2,0,1,1,-33.5
"Massachusetts",2,0,1,1,-33.5
"West Virginia",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Washington",2,0,1,0,-33.5
"New York",2,0,1,0,-33.5
"District of Columbia",2,0,1,0,-33.5
"New York",2,0,0,1,-33.5
"Alabama",2,0,1,1,-33.5
"New Jersey",2,0,1,0,-33.5
"Texas",2,0,1,0,-33.5
"Arkansas",2,1,0,1,-33.5
"Ohio",2,0,1,1,-33.5
"Oklahoma",2,1,1,0,-33.5
"Michigan",2,0,0,0,-33.5
"New Jersey",2,0,1,1,-33.5
"Minnesota",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Kentucky",2,0,0,0,-33.5
"Alabama",2,0,1,0,-33.5
"Kentucky",2,0,0,0,-33.5
"New Mexico",2,0,1,0,-33.5
"Pennsylvania",2,0,1,0,-33.5
"West Virginia",2,0,1,1,-33.5
"Pennsylvania",2,0,0,1,-33.5
"District of Columbia",2,0,1,1,-33.5
"Minnesota",2,0,1,1,-33.5
"Michigan",2,0,0,1,-33.5
"West Virginia",2,0,1,0,-33.5
"Louisiana",2,1,1,0,-33.5
"Alabama",2,0,1,0,-33.5
"Kansas",2,0,1,1,-33.5
"Mississippi",2,1,1,0,-33.5
"Pennsylvania",2,0,0,1,-33.5
"North Carolina",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Georgia",2,0,0,0,-33.5
"North Carolina",2,0,0,1,-33.5
"New Jersey",2,0,0,1,-33.5
"Ohio",2,0,0,1,-33.5
"Minnesota",2,0,0,1,-33.5
"Michigan",2,0,0,1,-33.5
"Minnesota",2,0,1,1,-33.5
"Idaho",2,0,0,0,-33.5
"Wisconsin",2,0,1,0,-33.5
"Iowa",2,0,1,0,-33.5
"West Virginia",2,0,1,0,-33.5
"New Jersey",2,0,1,0,-33.5
"Michigan",2,0,1,0,-33.5
"Oregon",2,0,0,1,-33.5
"Massachusetts",2,0,1,1,-33.5
"Kentucky",2,0,1,1,-33.5
"Kentucky",2,1,0,0,-33.5
"Kentucky",2,0,1,0,-33.5
"Illinois",2,0,1,0,-33.5
"New Jersey",2,0,1,1,-33.5
"Indiana",2,0,0,1,-33.5
"Kansas",2,0,1,0,-33.5
"Michigan",2,0,1,0,-33.5
"Maryland",2,0,1,1,-33.5
"Pennsylvania",2,0,0,1,-33.5
"Maryland",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"Georgia",2,0,1,1,-33.5
"Kentucky",2,0,1,0,-33.5
"Wisconsin",2,0,1,0,-33.5
"Indiana",2,0,0,0,-33.5
"Illinois",2,0,1,1,-33.5
"North Carolina",2,1,1,1,-33.5
"Iowa",2,0,1,0,-33.5
"New York",2,0,1,0,-33.5
"New Jersey",2,0,1,0,-33.5
"Kentucky",2,0,0,0,-33.5
"Massachusetts",2,0,1,0,-33.5
"Louisiana",2,1,1,0,-33.5
"Texas",2,0,1,1,-33.5
"Mississippi",2,0,1,0,-33.5
"Utah",2,0,1,0,-33.5
"New Jersey",2,0,1,0,-33.5
"Florida",2,0,1,0,-33.5
"Wyoming",2,0,1,0,-33.5
"Ohio",2,0,0,1,-33.5
"Virginia",2,1,1,0,-33.5
"New York",2,0,1,1,-33.5
"New Jersey",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"New York",2,0,0,1,-33.5
"Massachusetts",2,0,1,1,-33.5
"Massachusetts",2,0,0,1,-33.5
"Arkansas",2,1,0,0,-33.5
"Illinois",2,0,1,1,-33.5
"Ohio",2,1,1,1,-33.5
"New York",2,1,1,0,-33.5
"Wisconsin",2,0,1,0,-33.5
"New York",2,0,1,1,-33.5
"Minnesota",2,0,1,1,-33.5
"District of Columbia",2,0,1,1,-33.5
"California",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"Florida",2,0,1,1,-33.5
"Louisiana",2,0,0,0,-33.5
"New Jersey",2,0,1,0,-33.5
"North Carolina",2,0,0,0,-33.5
"Arkansas",2,0,1,1,-33.5
"Michigan",2,0,1,1,-33.5
"West Virginia",2,0,1,1,-33.5
"Ohio",2,0,0,0,-33.5
"Mississippi",2,0,1,1,-33.5
"Massachusetts",2,0,1,0,-33.5
"Tennessee",2,0,0,0,-33.5
"New Jersey",2,0,1,1,-33.5
"New York",2,0,0,1,-33.5
"Missouri",2,0,0,0,-33.5
"New Mexico",2,0,1,1,-33.5
"Michigan",2,0,0,0,-33.5
"Iowa",2,0,0,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Tennessee",2,1,1,0,-33.5
"Virginia",2,0,0,0,-33.5
"Kentucky",2,0,1,0,-33.5
"Iowa",2,0,1,1,-33.5
"North Dakota",2,0,0,1,-33.5
"California",2,0,0,1,-33.5
"Illinois",2,0,1,1,-33.5
"Illinois",2,0,0,1,-33.5
"Kentucky",2,0,1,0,-33.5
"Iowa",2,0,1,1,-33.5
"Iowa",2,0,1,0,-33.5
"New York",2,0,1,1,-33.5
"Michigan",2,0,1,1,-33.5
"Indiana",2,0,1,0,-33.5
"Tennessee",2,0,1,1,-33.5
"Missouri",2,0,1,1,-33.5
"New Jersey",2,0,1,1,-33.5
"North Carolina",2,0,1,1,-33.5
"Pennsylvania",2,0,0,0,-33.5
"Virginia",2,0,1,1,-33.5
"Illinois",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Michigan",2,0,1,1,-33.5
"Mississippi",2,1,0,1,-33.5
"New York",2,0,1,0,-33.5
"District of Columbia",2,0,1,1,-33.5
"California",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Minnesota",2,0,1,1,-33.5
"Minnesota",2,0,1,0,-33.5
"New York",2,0,1,1,-33.5
"Pennsylvania",2,1,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Maryland",2,0,1,1,-33.5
"Wisconsin",2,0,1,1,-33.5
"Pennsylvania",2,0,0,1,-33.5
"Iowa",2,0,0,0,-33.5
"New York",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"Texas",2,1,1,1,-33.5
"Texas",2,0,1,1,-33.5
"South Dakota",2,0,1,0,-33.5
"Oklahoma",2,0,0,0,-33.5
"Michigan",2,0,1,1,-33.5
"Wyoming",2,0,1,0,-33.5
"New York",2,0,1,1,-33.5
"Iowa",2,0,1,1,-33.5
"Tennessee",2,0,1,1,-33.5
"Pennsylvania",2,0,0,0,-33.5
"Massachusetts",2,0,1,1,-33.5
"Maryland",2,0,1,1,-33.5
"West Virginia",2,0,1,1,-33.5
"Michigan",2,0,1,1,-33.5
"Delaware",2,0,1,1,-33.5
"Tennessee",2,0,0,0,-33.5
"Pennsylvania",2,0,1,0,-33.5
"Maryland",2,1,1,0,-33.5
"Louisiana",2,0,0,0,-33.5
"North Carolina",2,0,1,0,-33.5
"Pennsylvania",2,0,1,0,-33.5
"West Virginia",2,0,0,1,-33.5
"Hawaii",2,0,0,0,-33.5
"Connecticut",2,0,1,0,-33.5
"Wisconsin",2,0,0,0,-33.5
"Alabama",2,0,0,1,-33.5
"Arkansas",2,0,1,1,-33.5
"Indiana",2,0,1,1,-33.5
"Missouri",2,0,1,1,-33.5
"Massachusetts",2,0,1,0,-33.5
"Illinois",2,0,0,1,-33.5
"Illinois",2,0,0,0,-33.5
"Ohio",2,0,1,1,-33.5
"California",2,0,1,0,-33.5
"Kentucky",2,0,1,0,-33.5
"Kentucky",2,0,1,1,-33.5
"Pennsylvania",2,0,1,0,-33.5
"New York",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Iowa",2,0,1,0,-33.5
"Minnesota",2,0,1,1,-33.5
"Colorado",2,1,1,0,-33.5
"Pennsylvania",2,0,1,0,-33.5
"Nebraska",2,0,0,0,-33.5
"Mississippi",2,1,0,0,-33.5
"Missouri",2,0,1,0,-33.5
"Minnesota",2,0,1,1,-33.5
"Texas",2,0,0,0,-33.5
"South Carolina",2,1,1,1,-33.5
"North Carolina",2,0,1,1,-33.5
"Georgia",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"Michigan",2,0,1,1,-33.5
"Kentucky",2,0,1,0,-33.5
"Indiana",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"Massachusetts",2,1,1,1,-33.5
"Kansas",2,0,1,1,-33.5
"Oregon",2,0,1,1,-33.5
"Texas",2,1,1,0,-33.5
"Vermont",2,0,0,1,-33.5
"Tennessee",2,0,1,0,-33.5
"North Carolina",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"New York",2,0,1,0,-33.5
"Massachusetts",2,0,0,1,-33.5
"Kentucky",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"Iowa",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Illinois",2,0,1,0,-33.5
"New York",2,0,1,0,-33.5
"Massachusetts",2,0,1,1,-33.5
"Minnesota",2,0,0,0,-33.5
"California",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Alabama",2,0,1,1,-33.5
"South Carolina",2,1,1,0,-33.5
"Arkansas",2,0,0,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"California",2,0,1,1,-33.5
"Oklahoma",2,0,1,1,-33.5
"Illinois",2,0,0,0,-33.5
"Connecticut",2,0,1,1,-33.5
"Tennessee",2,0,0,0,-33.5
"South Carolina",2,0,1,0,-33.5
"Massachusetts",2,0,1,0,-33.5
"Missouri",2,0,1,1,-33.5
"Connecticut",2,0,0,0,-33.5
"Iowa",2,0,0,0,-33.5
"New Jersey",2,0,0,0,-33.5
"Illinois",2,0,1,0,-33.5
"Pennsylvania",2,0,1,0,-33.5
"Nebraska",2,0,1,0,-33.5
"West Virginia",2,0,0,0,-33.5
"Oklahoma",2,0,1,1,-33.5
"Kansas",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Tennessee",2,0,1,0,-33.5
"New York",2,0,0,0,-33.5
"Georgia",2,0,1,1,-33.5
"Wisconsin",2,0,1,1,-33.5
"South Carolina",2,0,1,0,-33.5
"Alabama",2,1,0,0,-33.5
"Iowa",2,0,1,1,-33.5
"West Virginia",2,0,0,0,-33.5
"New Jersey",2,0,1,0,-33.5
"Kentucky",2,0,1,0,-33.5
"Louisiana",2,0,1,0,-33.5
"Washington",2,0,0,0,-33.5
"Arkansas",2,1,0,1,-33.5
"New Jersey",2,0,1,1,-33.5
"Virginia",2,1,1,0,-33.5
"New Jersey",2,0,1,1,-33.5
"Alabama",2,0,0,0,-33.5
"Minnesota",2,0,1,1,-33.5
"New Jersey",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Pennsylvania",2,0,1,0,-33.5
"New York",2,0,0,1,-33.5
"Michigan",2,0,1,0,-33.5
"Utah",2,0,0,0,-33.5
"Alabama",2,0,1,0,-33.5
"Wisconsin",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Washington",2,0,1,0,-33.5
"Tennessee",2,1,1,0,-33.5
"Illinois",2,0,1,1,-33.5
"Connecticut",2,0,1,0,-33.5
"Texas",2,0,1,1,-33.5
"North Dakota",2,0,1,1,-33.5
"Iowa",2,0,0,0,-33.5
"Michigan",2,0,0,0,-33.5
"Michigan",2,0,1,0,-33.5
"Kansas",2,0,1,1,-33.5
"Maryland",2,0,1,1,-33.5
"New Jersey",2,0,1,1,-33.5
"Texas",2,0,1,1,-33.5
"Mississippi",2,1,0,0,-33.5
"Tennessee",2,0,1,1,-33.5
"Washington",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Rhode Island",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"Virginia",2,0,0,0,-33.5
"Tennessee",2,0,0,1,-33.5
"Iowa",2,0,1,0,-33.5
"Massachusetts",2,0,1,1,-33.5
"Minnesota",2,0,1,0,-33.5
"Florida",2,0,0,1,-33.5
"North Carolina",2,1,1,0,-33.5
"Michigan",2,0,0,1,-33.5
"New York",2,0,1,0,-33.5
"Texas",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Michigan",2,0,1,1,-33.5
"Indiana",2,0,1,1,-33.5
"Wisconsin",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"California",2,0,0,1,-33.5
"New Jersey",2,0,1,0,-33.5
"Virginia",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"District of Columbia",2,0,1,1,-33.5
"Mississippi",2,0,1,1,-33.5
"Oklahoma",2,0,0,0,-33.5
"Texas",2,0,0,0,-33.5
"Texas",2,0,1,0,-33.5
"Michigan",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"North Carolina",2,0,0,0,-33.5
"Michigan",2,0,1,1,-33.5
"Alabama",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"New Jersey",2,0,1,1,-33.5
"Pennsylvania",2,0,0,0,-33.5
"Illinois",2,0,1,0,-33.5
"Ohio",2,0,1,0,-33.5
"New Jersey",2,1,0,0,-33.5
"Mississippi",2,1,0,0,-33.5
"Texas",2,1,1,0,-33.5
"Georgia",2,0,0,0,-33.5
"South Dakota",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Virginia",2,0,1,0,-33.5
"Rhode Island",2,0,1,0,-33.5
"Michigan",2,0,1,1,-33.5
"California",2,1,1,0,-33.5
"Kansas",2,0,1,0,-33.5
"Wisconsin",2,0,1,1,-33.5
"Oregon",2,0,0,1,-33.5
"Ohio",2,0,1,1,-33.5
"Oklahoma",2,0,1,1,-33.5
"West Virginia",2,0,0,0,-33.5
"Mississippi",2,1,1,1,-33.5
"Iowa",2,0,1,1,-33.5
"Kentucky",2,0,1,1,-33.5
"Iowa",2,0,1,1,-33.5
"California",2,1,1,1,-33.5
"Pennsylvania",2,0,0,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"California",2,0,0,0,-33.5
"Arkansas",2,0,1,0,-33.5
"South Carolina",2,0,1,0,-33.5
"Louisiana",2,0,1,1,-33.5
"West Virginia",2,0,1,0,-33.5
"Alabama",2,1,0,0,-33.5
"New York",2,0,1,1,-33.5
"Kansas",2,0,1,0,-33.5
"California",2,0,1,1,-33.5
"Georgia",2,0,1,1,-33.5
"New York",2,0,0,0,-33.5
"Michigan",2,0,1,1,-33.5
"Texas",2,0,0,0,-33.5
"Alabama",2,1,0,1,-33.5
"Kentucky",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"New York",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Arizona",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"California",2,1,1,1,-33.5
"Missouri",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"New Mexico",2,0,0,0,-33.5
"Kentucky",2,0,1,1,-33.5
"Virginia",2,1,1,0,-33.5
"New York",2,0,1,1,-33.5
"Oklahoma",2,0,0,0,-33.5
"Tennessee",2,0,1,1,-33.5
"Oregon",2,1,1,0,-33.5
"California",2,0,1,1,-33.5
"Florida",2,1,0,1,-33.5
"New Jersey",2,1,1,0,-33.5
"Missouri",2,0,1,0,-33.5
"New York",2,0,1,1,-33.5
"Kansas",2,0,1,1,-33.5
"Rhode Island",2,0,1,0,-33.5
"Arkansas",2,1,1,0,-33.5
"Texas",2,0,1,1,-33.5
"Tennessee",2,0,0,1,-33.5
"Michigan",2,0,0,1,-33.5
"New Jersey",2,0,0,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"North Carolina",2,0,1,1,-33.5
"Minnesota",2,0,1,0,-33.5
"New York",2,0,1,1,-33.5
"Missouri",2,0,1,0,-33.5
"New Jersey",2,0,1,0,-33.5
"Washington",2,0,1,0,-33.5
"Tennessee",2,0,0,1,-33.5
"New Jersey",2,0,1,0,-33.5
"California",2,0,1,0,-33.5
"West Virginia",2,0,1,1,-33.5
"Alabama",2,1,1,0,-33.5
"Pennsylvania",2,0,0,1,-33.5
"Indiana",2,0,1,1,-33.5
"Nebraska",2,0,0,0,-33.5
"Minnesota",2,0,1,1,-33.5
"Pennsylvania",2,0,0,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Illinois",2,0,1,0,-33.5
"South Carolina",2,1,1,0,-33.5
"South Carolina",2,0,0,0,-33.5
"Massachusetts",2,0,1,0,-33.5
"Illinois",2,0,0,1,-33.5
"New York",2,0,0,0,-33.5
"Massachusetts",2,0,1,1,-33.5
"Minnesota",2,0,1,1,-33.5
"Mississippi",2,0,0,0,-33.5
"California",2,0,1,1,-33.5
"Louisiana",2,1,1,0,-33.5
"Georgia",2,1,0,0,-33.5
"Vermont",2,0,1,1,-33.5
"Tennessee",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Massachusetts",2,0,0,1,-33.5
"Minnesota",2,0,1,1,-33.5
"Minnesota",2,0,1,1,-33.5
"Missouri",2,0,0,1,-33.5
"Pennsylvania",2,0,1,0,-33.5
"Wisconsin",2,0,1,1,-33.5
"Illinois",2,1,0,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Montana",2,0,1,1,-33.5
"Kansas",2,0,0,1,-33.5
"Florida",2,0,1,1,-33.5
"Nebraska",2,0,1,1,-33.5
"Minnesota",2,0,1,1,-33.5
"Massachusetts",2,0,1,1,-33.5
"Wisconsin",2,0,1,1,-33.5
"Illinois",2,0,0,0,-33.5
"Georgia",2,1,1,0,-33.5
"New York",2,0,1,0,-33.5
"Nebraska",2,0,1,1,-33.5
"Utah",2,0,0,1,-33.5
"Pennsylvania",2,0,1,0,-33.5
"Georgia",2,0,1,1,-33.5
"New York",2,0,1,0,-33.5
"Wisconsin",2,0,1,1,-33.5
"Washington",2,0,1,1,-33.5
"Kentucky",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Ohio",2,0,1,0,-33.5
"Colorado",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"Texas",2,0,1,1,-33.5
"New Hampshire",2,0,1,1,-33.5
"Missouri",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Oklahoma",2,0,1,0,-33.5
"Michigan",2,0,1,1,-33.5
"North Carolina",2,0,1,0,-33.5
"Texas",2,0,0,1,-33.5
"Florida",2,0,1,0,-33.5
"Arkansas",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"West Virginia",2,0,1,0,-33.5
"Illinois",2,0,1,0,-33.5
"Alabama",2,0,1,0,-33.5
"Iowa",2,0,0,0,-33.5
"Louisiana",2,0,1,1,-33.5
"Indiana",2,0,1,1,-33.5
"Texas",2,0,1,0,-33.5
"New York",2,0,1,1,-33.5
"California",2,0,1,1,-33.5
"Oregon",2,0,1,1,-33.5
"Ohio",2,0,1,1,-33.5
"West Virginia",2,0,1,1,-33.5
"Ohio",2,0,1,0,-33.5
"Ohio",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"South Carolina",2,0,1,1,-33.5
"Arizona",2,0,1,0,-33.5
"Kansas",2,0,0,1,-33.5
"Texas",2,1,1,0,-33.5
"Ohio",2,0,0,1,-33.5
"Massachusetts",2,0,1,1,-33.5
"Washington",2,0,1,1,-33.5
"Tennessee",2,0,1,1,-33.5
"Colorado",2,0,1,1,-33.5
"Maine",2,0,1,1,-33.5
"Iowa",2,0,1,0,-33.5
"New York",2,0,1,0,-33.5
"Pennsylvania",2,0,1,1,-33.5
"West Virginia",2,0,1,1,-33.5
"Texas",2,1,0,1,-33.5
"Illinois",2,0,1,1,-33.5
"Tennessee",2,0,1,1,-33.5
"South Dakota",2,0,1,1,-33.5
"Tennessee",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"New Jersey",2,0,1,1,-33.5
"District of Columbia",2,1,1,1,-33.5
"South Carolina",2,0,0,0,-33.5
"Mississippi",2,1,1,0,-33.5
"South Dakota",2,0,1,1,-33.5
"Rhode Island",2,0,1,0,-33.5
"Missouri",2,0,1,0,-33.5
"Illinois",2,0,1,1,-33.5
"Pennsylvania",2,0,0,0,-33.5
"Wisconsin",2,0,1,1,-33.5
"Massachusetts",2,0,1,0,-33.5
"Texas",2,0,1,1,-33.5
"Wisconsin",2,0,1,0,-33.5
"New Jersey",2,1,0,0,-33.5
"Pennsylvania",2,0,1,0,-33.5
"Virginia",2,1,0,0,-33.5
"Missouri",2,0,1,0,-33.5
"New Jersey",2,0,1,1,-33.5
"Arkansas",2,1,1,0,-33.5
"New York",2,0,1,1,-33.5
"New York",2,0,1,1,-33.5
"Illinois",2,0,1,1,-33.5
"Mississippi",2,1,1,0,-33.5
"New Jersey",2,0,1,0,-33.5
"Hawaii",2,1,1,0,-33.5
"Wisconsin",2,0,1,1,-33.5
"Pennsylvania",2,0,1,1,-33.5
"Missouri",2,1,1,0,-33.5
